Kanji,Meaning,Radicals,Sound
伸ばす,"to grow long (e.g. hair, nails)",Stretch,の
伸びる,to stretch,Stretch,の
遅延,delay,Slow + Prolong,ちえん
日系,(of) Japanese descent,Sun + Lineage,にっけい
系譜,genealogy,Lineage + Genealogy,けいふ
ご覧,(please) try to,Look At,らん
閲覧,inspection,Inspection + Look At,えつらん
一覧,look,One + Look At,いちらん
愉快,pleasant,Pleasant + Pleasant,ゆかい
翌月,following month,The Following + Moon,よくげつ
漏らす,to let leak,Leak,も
漏れる,to leak out,Leak,も
漏出,leaking out,Leak + Exit,ろうしゅつ
遊び,play,Play,あそ
遊ぶ,"to play (games, sports)",Play,あそ
遊戯,play,Play + Play,ゆうぎ
乏しい,meagre,Scarce,とぼ
窮乏,poverty,Destitute + Scarce,きゅうぼう
更に,furthermore,Again,さら
尚更,still more,Furthermore + Again,なおさら
更生,rehabilitation,Again + Life,こうせい
離婚,divorce,Detach + Marriage,りこん
婚姻,marriage,Marriage + Marry,こんいん
盗撮,sneak photography,Steal + Photograph,とうさつ
不詳,unknown,Not + Detailed,ふしょう
騒ぐ,to make noise,Boisterous,さわ
懐かしい,dear (old),Nostalgia,なつ
抱く,to hold in one's arms (e.g. a baby),Hug,いだ
照らす,to shine on,Illuminate,て
照れる,to be shy,Illuminate,て
盗む,to steal,Steal,ぬす
窃盗,theft,Steal + Steal,せっとう
盗賊,thief,Steal + Robber,とうぞく
盗聴,interception (email),Steal + Listen,とうちょう
盗作,plagiarism,Steal + Make,とうさく
凸版,letterpress,Convex + Edition,とっぱん
飾る,to decorate,Decorate,かざ
飾り,decoration,Decorate,かざ
飾り気,affectation,Decorate + Energy,かざけ
浮く,to float,Float,う
浮かれる,to make merry,Float,う
越える,to cross over,Go Beyond,こ
越す,to cross over (e.g. mountain),Go Beyond,こ
化かす,to bewitch,Change,ば
渇く,to be thirsty,Thirst,かわ
枯渇,drying up,Wither + Thirst,こかつ
豪華,extravagant,Luxurious + Showy,ごうか
墓碑,gravestone,Grave + Tombstone,ぼひ
墳墓,grave,Tomb + Grave,ふんぼ
尋ねる,to ask,Inquire,たず
菜食,vegetable diet,Vegetable + Eat,さいしょく
偉い,great,Greatness,えら
探偵,detective,Look For + Spy,たんてい
粉砕,pulverization,Powder + Smash,ふんさい
編む,to knit,Knit,あ
編者,editor,Knit + Someone,へんしゃ
既に,already,Previously,すで
掃除,cleaning,Sweep + Exclude,そうじ
除く,to remove,Exclude,のぞ
削除,deletion,Whittle Down + Exclude,さくじょ
免除,exemption,Excuse + Exclude,めんじょ
排除,exclusion,Reject + Exclude,はいじょ
除いて,except,Exclude,のぞ
徐々,slow,Gently + Repeater,じょじょ
幾つ,how many,How Many,いく
幾ら,how much,How Many,いく
嘆く,to lament,Sigh,なげ
驚嘆,wonder,Surprised + Sigh,きょうたん
驚く,to be surprised,Surprised,おどろ
驚かす,to surprise,Surprised,おどろ
貨幣,money,Freight + Cash,かへい
散らかす,to scatter around,Scatter,ち
散らし,leaflet,Scatter,ち
脈拍,pulse,Vein + Beat,みゃくはく
内偵,secret investigation,Inside + Spy,ないてい
払う,"to pay (e.g. money, bill)",Pay,はら
掃く,to sweep,Sweep,は
蜘蛛の巣,spiderweb,Nest,くものす
巣立ち,leaving the nest,Nest + Stand,すだ
距離,distance,Distance + Detach,きょり
離れる,to be separated,Detach,はな
離す,to separate,Detach,はな
隔離,isolation,Isolate + Detach,かくり
駆け込む,to run into,Gallop + Crowded,かこ
似る,to resemble,Resemble,に
酷似,resembling closely,Cruel + Resemble,こくじ
富む,to be rich in,Rich,と
豆腐,tofu,Beans + Rot,とうふ
均衡,equilibrium,Equal + Equilibrium,きんこう
不均衡,imbalance,Not + Equal + Equilibrium,ふきんこう
泥沼,bog,Mud + Bog,どろぬま
泥酔,being dead drunk,Mud + Drunk,でいすい
泥水,muddy water,Mud + Water,どろみず
救う,to rescue from,Rescue,すく
普及,diffusion,Normal + Reach,ふきゅう
辛抱,patience,Spicy + Hug,しんぼう
用心棒,bodyguard,Task + Heart + Pole,ようじんぼう
年俸,annual salary,Year + Salary,ねんぽう
翻訳,translation,Flip + Translation,ほんやく
訳す,to translate,Translation,やく
訳者,translator,Translation + Someone,やくしゃ
邦訳,translation into Japanese,Home Country + Translation,ほうやく
訳語,translational equivalent,Translation + Language,やくご
汚染,pollution,Dirty + Dye,おせん
染める,to dye,Dye,そ
染まる,to be dyed,Dye,そ
染み,stain,Dye,し
甘党,person who prefers sweet things to alcoholic drinks,Sweet + Group,あまとう
恩赦,amnesty,Kindness + Pardon,おんしゃ
秘密,secret,Secret + Secrecy,ひみつ
秘める,to hide,Secret,ひ
複雑,complex,Duplicate + Random,ふくざつ
汚い,dirty,Dirty,きたな
汚れる,to get dirty,Dirty,よご
汚す,to pollute,Dirty,よご
汚濁,pollution,Dirty + Muddy,おだく
紡績,spinning (textiles),Spinning + Exploits,ぼうせき
酸っぱい,sour,Acid,す
硫酸,sulfuric acid,Sulfur + Acid,りゅうさん
鶏卵,hen's egg,Chicken + Egg,けいらん
迎える,to go out to meet,Welcome,むか
歓迎,welcome,Delight + Welcome,かんげい
迎え,meeting,Welcome,むか
液晶,liquid crystal,Fluid + Crystal,えきしょう
捨てる,to throw away,Throw Away,す
欲しい,wanting (to have),Want,ほ
肉欲,lust,Meat + Want,にくよく
興奮,excitement,Interest + Stirred Up,こうふん
即興,improvisation,Instant + Interest,そっきょう
伐採,felling timber,Fell + Gather,ばっさい
雑誌,magazine,Random + Magazine,ざっし
煩雑,complex,Annoy + Random,はんざつ
雑煮,soup rice cakes and vegetables (New Year's dish),Random + Boil,ぞうに
厳しい,severe,Strict,きび
厳粛,grave,Strict + Solemn,げんしゅく
威厳,dignity,Majesty + Strict,いげん
荘厳,solemn,Villa + Strict,そうごん
込める,"to load (a gun, etc.)",Crowded,こ
傷者,wounded person,Wound + Someone,しょうしゃ
暖房,(indoor) heating,Warm + Cluster,だんぼう
暖炉,fireplace,Warm + Furnace,だんろ
称える,to praise,Title,たた
闘志,fighting spirit,Struggle + Intention,とうし
秩序,order,Order + Preface,ちつじょ
砂糖,sugar,Sand + Sugar,さとう
肺がん,lung cancer,Lung,はい
繁盛,prosperity,Overgrown + Pile,はんじょう
隆盛,prosperity,Prosperity + Pile,りゅうせい
忠誠,loyalty,Loyalty + Sincerity,ちゅうせい
舗装,paving (a road),Shop + Attire,ほそう
塗装,coating,Paint + Attire,とそう
装う,to dress (oneself in),Attire,よそお
装い,dress,Attire,よそお
偽装,camouflage,Fake + Attire,ぎそう
砂漠,desert,Sand + Desert,さばく
操る,to operate (e.g. a machine),Manipulate,あやつ
貞操,chastity,Chastity + Manipulate,ていそう
著しい,striking,Author,いちじる
顕著,remarkable,Appear + Author,けんちょ
砂丘,sand dune,Sand + Hill,さきゅう
異なる,to differ,Differ,こと
殊に,especially,Especially,こと
皇帝,emperor,Emperor + Sovereign,こうてい
皇后,empress (consort),Emperor + Empress,こうごう
垂れる,to hang,Dangle,た
垂らす,to dribble,Dangle,た
尊敬,respect,Revered + Respect,そんけい
尊い,precious,Revered,とうと
尊敬語,honorific language,Revered + Respect + Language,そんけいご
拒否,refusal,Refusal + No,きょひ
いいえ,no,,
諾否,consent or refusal,Agreement + No,だくひ
裏切り,treachery,Backside + Cut,うらぎ
閉める,to close,Close,し
閉鎖,closing,Close + Chain,へいさ
開閉,opening and shutting,Open + Close,かいへい
幽閉,confinement,Secluded + Close,ゆうへい
暮らし,(way of) life,Livelihood,く
暮らす,to live,Livelihood,く
歳暮,year-end gift,Years Old + Livelihood,せいぼ
宝くじ,lottery,Treasure,たから
熟れる,"to ripen (fruit, grain, etc.)",Ripen,う
納豆,natto (fermented soybeans),Supply + Beans,なっとう
奉納,dedication,Dedicate + Supply,ほうのう
宜しく,well,Best Regards,よろ
奴隷,slave,Dude + Slave,どれい
貴賓,noble visitor,Valuable + VIP,きひん
枝豆,edamame (green soybeans),Branch + Beans,えだまめ
大損,heavy loss,Big + Loss,おおぞん
沿う,to run along,Run Alongside,そ
沿海,sea along the coast,Run Alongside + Sea,えんかい
腐る,to rot,Rot,くさ
陳腐,stale,Exhibit + Rot,ちんぷ
防腐剤,antiseptic,Prevent + Rot + Dose,ぼうふざい
湯豆腐,boiled tofu,Hot Water + Beans + Rot,ゆどうふ
純粋,pure,Pure + Stylish,じゅんすい
拝む,to assume the posture of praying,Worship,おが
崇拝,worship,Worship + Worship,すうはい
推薦,recommendation,Infer + Recommend,すいせん
推測,guess,Infer + Measure,すいそく
推奨,recommendation,Infer + Encourage,すいしょう
電磁場,electromagnetic field,Electricity + Magnet + Location,でんじば
誤り,error,Mistake,あやま
誤用,misuse,Mistake + Task,ごよう
錯誤,mistake,Confused + Mistake,さくご
承諾,consent,Consent + Agreement,しょうだく
継承,inheritance,Inherit + Consent,けいしょう
彫刻,carving,Carve + Carve,ちょうこく
遅刻,lateness,Slow + Carve,ちこく
刻む,to mince,Carve,きざ
吐く,to vomit,Throw Up,は
吐き出す,to vomit,Throw Up + Exit,はだ
勧める,to recommend (someone to do),Recommend,すす
勧め,recommendation,Recommend,すす
自薦,self-recommendation,Self + Recommend,じせん
噴射,jet,Erupt + Shoot,ふんしゃ
肝臓,liver,Liver + Internal Organs,かんぞう
肺臓,lungs,Lung + Internal Organs,はいぞう
焼き芋,roasted sweet potato,Bake + Potato,やいも
縦書き,writing vertically,Vertical + Write,たてが
爪切り,nail clippers,Claw + Cut,つめき
紹介,introduction,Introduce + Jammed In,しょうかい
厄介,trouble,Unlucky + Jammed In,やっかい
媒介,mediation,Mediator + Jammed In,ばいかい
肝炎,hepatitis,Liver + Flame,かんえん
渋滞,(traffic) congestion,Bitter + Stagnate,じゅうたい
滞る,to stagnate,Stagnate,とどこお
遅滞,delay,Slow + Stagnate,ちたい
沈滞,stagnation,Sink + Stagnate,ちんたい
破片,fragment,Tear + One Sided,はへん
破れる,to get torn,Tear,やぶ
酔っ払い,drunkard,Drunk + Pay,よぱら
払い戻す,to repay,Pay + Return,はらもど
払い,payment,Pay,はら
熊本県,Kumamoto Prefecture (Kyūshū),Bear + Book + Prefecture,くまもとけん
酔う,to get drunk,Drunk,よ
出獄,release (from prison),Exit + Prison,しゅつごく
試験地獄,(entrance) examination hell,Try + Test + Earth + Prison,しけんじごく
油彩,oil painting,Oil + Coloring,ゆさい
遅咲き,"late blooming (flower, talent)",Slow + Blossom,おそざ
憶測,guess,Recollection + Measure,おくそく
互い,each other,Mutual,たが
恥辱,disgrace,Shame + Humiliate,ちじょく
辱める,to humiliate,Humiliate,はずかし
甘酢,sweet vinegar,Sweet + Vinegar,あまず
酢の物,vinegared dish,Vinegar + Thing,すもの
湖畔,lakeside,Lake + Shore,こはん
甘い,sweet-tasting,Sweet,あま
甘く見る,to not take seriously,Sweet + See,あまみ
旧暦,Japan's old (lunisolar) calendar,Former + Calendar,きゅうれき
旧姓,one's original family name,Former + Surname,きゅうせい
及ぼす,to exert (influence),Reach,およ
及ぶ,to reach,Reach,およ
及び,and,Reach,およ
舞踏,dance (esp. Western style),Dance + Step,ぶとう
鼓舞,encouragement,Beat + Dance,こぶ
沖縄,"Okinawa (city, prefecture)",Open Sea + Rope,おきなわ
核分裂,nuclear fission,Nucleus + Part + Split,かくぶんれつ
摘む,to pick,Pluck,つ
縄張り,stretching a rope around,Rope + Stretch,なわば
縄文,straw-rope pattern pressed into earthenware,Rope + Writing,じょうもん
維新,reformation,Maintain + New,いしん
頼む,to request,Trust,たの
依頼,request,Reliant + Trust,いらい
頼み,request,Trust,たの
廃棄,disposal,Obsolete + Abandon,はいき
廃れる,to go out of use,Obsolete,すた
跡継ぎ,heir,Traces + Inherit,あとつ
遺跡,(archeological) remains,Leave Behind + Traces,いせき
遺憾,regrettable,Leave Behind + Remorse,いかん
香り,aroma,Fragrance,かお
芳香,perfume,Perfume + Fragrance,ほうこう
抵抗,resistance,Resist + Confront,ていこう
臨む,to look out on,Look To,のぞ
臨海,coastal,Look To + Sea,りんかい
敢闘,fighting bravely,Daring + Struggle,かんとう
爆弾,bomb,Explode + Bullet,ばくだん
崩れる,to collapse,Crumble,くず
崩す,to destroy,Crumble,くず
葬る,to bury,Burial,ほうむ
葬儀,funeral,Burial + Ceremony,そうぎ
賠償,compensation,Compensation + Reparation,ばいしょう
償う,to make up for,Reparation,つぐな
賠償金,indemnities,Compensation + Reparation + Gold,ばいしょうきん
募る,to become stronger,Recruit,つの
跳ねる,to jump,Hop,は
跳躍,jump,Hop + Leap,ちょうやく
躍る,to jump up,Leap,おど
遣り甲斐,value in doing something,Dispatch + Turtle Shell + Patterned,やがい
弾劾,impeachment,Bullet + Censure,だんがい
銃弾,bullet (from a rifle),Gun + Bullet,じゅうだん
糾弾,censure,Twist + Bullet,きゅうだん
患う,to be ill,Afflicted,わずら
憂い,sorrow,Grief,うれ
疾患,disease,Rapid + Afflicted,しっかん
戻る,to turn back (e.g. half-way),Return,もど
戻す,to put back,Return,もど
執行猶予,stay of execution,Tenacious + Go + Still + Beforehand,しっこうゆうよ
執る,to take (trouble),Tenacious,と
聴力,hearing ability,Listen + Power,ちょうりょく
恵む,to bless,Favor,めぐ
日刊,daily publication,Sun + Edition,にっかん
月刊,monthly publication,Moon + Edition,げっかん
アホ,fool,,
贈る,to give (as a gift),Presents,おく
贈賄,giving a bribe,Presents + Bribe,ぞうわい
避妊,contraception,Dodge + Pregnant,ひにん
斜め,slanting,Diagonal,なな
傾く,to incline toward,Lean,かたむ
傾ける,to incline,Lean,かたむ
妊娠,pregnancy,Pregnant + Pregnant,にんしん
託す,to entrust (someone) with,Consign,たく
信託,trust,Believe + Consign,しんたく
賄賂,bribe,Bribe + Bribe,わいろ
緩やか,loose,Loose,ゆる
緩める,to loosen,Loose,ゆる
緩慢,slow,Loose + Ridicule,かんまん
緩い,loose,Loose,ゆる
緩む,to become loose,Loose,ゆる
賄う,"to supply (goods, money, etc.)",Bribe,まかな
奏楽,musical performance,Play Music + Comfort,そうがく
碁盤,Go board,Go + Tray,ごばん
胎盤,placenta,Womb + Tray,たいばん
奥さん,wife,Interior,おく
憂慮,anxiety,Grief + Consider,ゆうりょ
宜しい,good,Best Regards,よろ
辞儀,bow,Quit + Ceremony,じぎ
繰る,to reel,Spin,く
致す,to do,Do,いた
雅致,artistry,Elegant + Do,がち
一人称,first person,One + Person + Title,いちにんしょう
扱う,to deal with (a person),Handle,あつか
扱い,treatment,Handle,あつか
伴う,to accompany,Accompany,ともな
逃げる,to run away,Escape,に
逃がす,to set free,Escape,に
逃れる,to escape,Escape,のが
逃す,to miss (e.g. a chance),Escape,のが
逃亡者,runaway,Escape + Death + Someone,とうぼうしゃ
奪う,to take (by force),Rob,うば
拳銃,pistol,Fist + Gun,けんじゅう
御免,I'm sorry,Honorable + Excuse,ごめん
免疫,immunity,Excuse + Epidemic,めんえき
罷免,dismissal (from a position),Quit + Excuse,ひめん
赦免,pardon,Pardon + Excuse,しゃめん
免状,licence,Excuse + Condition,めんじょう
英語圏,English-speaking world,England + Language + Range,えいごけん
南極圏,Antarctic Circle,South + Extreme + Range,なんきょくけん
片隅,corner,One Sided + Corner,かたすみ
埋まる,to be buried,Bury,う
埋没,being buried,Bury + Die,まいぼつ
埋める,to cover,Bury,うず
埋もれる,to be buried,Bury,う
慎む,to be careful,Humility,つつし
岐阜,"Gifu (city, prefecture)",Branch Off + Mound,ぎふ
邦人,Japanese national (esp. abroad),Home Country + Person,ほうじん
躍動,lively motion,Leap + Move,やくどう
躍り,leaping,Leap,おど
躍如,vivid,Leap + Likeness,やくじょ
甲乙,first and second,Turtle Shell + Latter,こうおつ
甲斐性,resourcefulness,Turtle Shell + Patterned + Gender,かいしょう
手の甲,back of the hand,Hand + Turtle Shell,てこう
譲る,to hand over,Defer,ゆず
雇う,to employ,Employ,やと
雇用者,employee,Employ + Task + Someone,こようしゃ
お嬢さん,(another's) daughter,Miss,じょう
お握り,onigiri,Grip,にぎ
お盆,Obon,Lantern Festival,ぼん
渋い,astringent,Bitter,しぶ
群れ,group,Flock,む
群がる,to swarm,Flock,むら
群れる,to crowd,Flock,む
稲穂,ear (head) of rice,Rice Plant + Head of Plant,いなほ
稲田,paddy field,Rice Plant + Rice Paddy,いなだ
棋譜,"record of a game of go, shogi, chess, etc.",Chess Piece + Genealogy,きふ
拒む,to refuse,Refusal,こば
仙人,immortal mountain wizard (in Taoism),Hermit + Person,せんにん
仙台,Sendai (city in Miyagi),Hermit + Machine,せんだい
謙遜,modesty,Modesty + Humble,けんそん
謙譲語,humble language (e.g. itadaku),Modesty + Defer + Language,けんじょうご
控える,to be temperate in,Abstain,ひか
控え,reserve,Abstain,ひか
犠牲,sacrifice,Sacrifice + Offering,ぎせい
犠飛,sacrifice fly,Sacrifice + Fly,ぎひ
繁殖,breeding,Overgrown + Multiply,はんしょく
生殖,reproduction,Life + Multiply,せいしょく
兼ねる,to be unable to,Concurrently,か
雅楽,gagaku,Elegant + Comfort,ががく
薄い,thin (of an object),Dilute,うす
薄める,to dilute,Dilute,うす
外堀,outer moat (of a castle),Outside + Ditch,そとぼり
内堀,inner moat,Inside + Ditch,うちぼり
帆柱,mast,Sail + Pillar,ほばしら
頻りに,frequently,Frequent,しき
頻繁,frequent,Frequent + Overgrown,ひんぱん
頻発,frequent occurrence,Frequent + Departure,ひんぱつ
吹く,to blow (of the wind),Blow,ふ
茂る,to grow thickly,Luxuriant,しげ
繁茂,flourishing (of plants),Overgrown + Luxuriant,はんも
唱える,to recite,Chant,とな
独唱,vocal solo,Alone + Chant,どくしょう
駆ける,to run,Gallop,か
駆け出す,to run out,Gallop + Exit,かだ
翔る,to soar,Fly,かけ
不孝,undutifulness to one's parents,Not + Filial Piety,ふこう
不孝者,unfilial son,Not + Filial Piety + Someone,ふこうもの
鋭敏,"sharp (eyes, ears, etc.)",Sharp + Alert,えいびん
聡い,clever,Wise,さと
駐屯,stationing (troops),Resident + Barracks,ちゅうとん
駐留軍,stationed troops,Resident + Detain + Army,ちゅうりゅうぐん
携わる,to engage in,Portable,たずさ
透き通る,to be transparent,Transparent + Pass Through,すとお
透ける,to be transparent,Transparent,す
不透明,opaque,Not + Transparent + Bright,ふとうめい
錠剤,pill,Lock + Dose,じょうざい
鋭い,"sharp (knife, claws, etc.)",Sharp,するど
鋭利,sharp,Sharp + Profit,えいり
新鋭,young and energetic,New + Sharp,しんえい
最新鋭,state-of-the-art,Most + New + Sharp,さいしんえい
排気,exhaust,Reject + Energy,はいき
排水溝,drainage,Reject + Water + Gutter,はいすいこう
樹脂,resin,Wood + Fat,じゅし
至る,to arrive at (e.g. a decision),Attain,いた
至上,supremacy,Attain + Above,しじょう
高瀬,shallow river,Tall + Rapids,たかせ
早瀬,swift current,Early + Rapids,はやせ
桑畑,mulberry field,Mulberry + Field,くわばたけ
伺う,to call on someone,Pay Respects,うかが
伺い,call,Pay Respects,うかが
貫徹,accomplishment,Pierce + Penetrate,かんてつ
炭鉱,coal mine,Charcoal + Mineral,たんこう
零す,to spill,Zero,こぼ
投棄,abandonment,Throw + Abandon,とうき
偽る,to lie,Fake,いつわ
蜂蜜,honey,Bee + Honey,はちみつ
侵す,to invade,Invade,おか
潜伏,concealment,Conceal + Bow,せんぷく
潜む,to lurk,Conceal,ひそ
原潜,nuclear submarine,Original + Conceal,げんせん
包み,bundle,Wrap,つつ
包む,to wrap up,Wrap,つつ
包み紙,wrapping paper,Wrap + Paper,つつがみ
艦艇,naval vessels,Warship + Rowboat,かんてい
斎場,funeral hall,Purification + Location,さいじょう
克明,detailed,Overcome + Bright,こくめい
苗床,seedbed,Seedling + Floor,なえどこ
暫く,for a moment,Temporarily,しばら
括弧,brackets,Fasten + Arc,かっこ
握る,to clasp,Grip,にぎ
掌握,grasping,Manipulate + Grip,しょうあく
握り,grasping,Grip,にぎ
網羅,encompassing,Netting + Spread Out,もうら
網膜,retina,Netting + Membrane,もうまく
通信網,communications network,Pass Through + Believe + Netting,つうしんもう
泊まる,to stay at (e.g. hotel),Overnight,と
泊める,to give shelter to,Overnight,と
泊まり,(overnight) stay,Overnight,と
一泊,(staying) one night,One + Overnight,いっぱく
手堅い,sound,Hand + Solid,てがた
紛糾,complication,Distract + Twist,ふんきゅう
荒い,rough,Wild,あら
荒らす,to lay waste,Wild,あ
荒れる,to become stormy,Wild,あ
紛れる,to disappear into,Distract,まぎ
紛らす,to divert (e.g. one's mind),Distract,まぎ
紛れ,confusion,Distract,まぎ
掘る,to dig,Dig,ほ
掛け軸,hanging scroll,Hang + Axis,かじく
中軸,axis,Middle + Axis,ちゅうじく
枢軸,axle,Hinge + Axis,すうじく
東芝,Toshiba Corporation,East + Lawn,とうしば
銘柄,brand,Inscription + Pattern,めいがら
国柄,national character,Country + Pattern,くにがら
括る,to tie up,Fasten,くく
揺れる,to shake,Shake,ゆ
揺る,to shake,Shake,ゆ
揺らぐ,to swing,Shake,ゆ
焦げる,to burn,Char,こ
焦がす,to burn,Char,こ
焦る,to be in a hurry,Char,あせ
焦り,impatience,Char,あせ
焦燥,impatience,Char + Dry Up,しょうそう
滑る,to slide,Slippery,すべ
慰める,to comfort,Consolation,なぐさ
少尉,second lieutenant,Few + Military Officer,しょうい
慰安,solace,Consolation + Relax,いあん
弔意,condolence,Condolence + Idea,ちょうい
慰問,visit to console someone,Consolation + Problem,いもん
懇意,friendship,Courteous + Idea,こんい
懇話,friendly talk,Courteous + Talk,こんわ
高炉,blast furnace,Tall + Furnace,こうろ
原子炉,atomic reactor,Original + Child + Furnace,げんしろ
炉心,nuclear reactor core,Furnace + Heart,ろしん
封筒,envelope,Seal + Cylinder,ふうとう
封鎖,blockade,Seal + Chain,ふうさ
封書,sealed letter,Seal + Write,ふうしょ
撲滅,eradication,Slap + Destroy,ぼくめつ
一斉に,simultaneously,One + Simultaneous,いっせい
一斉,simultaneous,One + Simultaneous,いっせい
悪趣味,bad taste,Bad + Gist + Flavor,あくしゅみ
摩擦,friction,Chafe + Grate,まさつ
遠距離,long distance,Far + Distance + Detach,えんきょり
襲う,to attack,Attack,おそ
沈む,to sink,Sink,しず
沈黙,silence,Sink + Shut Up,ちんもく
沈没,sinking,Sink + Die,ちんぼつ
沈める,to sink (e.g. a ship),Sink,しず
沼沢,marsh,Bog + Swamp,しょうたく
入籍,"registering (a marriage, etc.) in the family register",Enter + Enroll,にゅうせき
懲りる,to learn by experience,Chastise,こ
殴る,to strike,Assault,なぐ
珍しい,rare,Rare,めずら
柔らかい,soft,Gentle,やわ
柔軟,flexible,Gentle + Soft,じゅうなん
誰か,someone,Who,だれ
朗らか,cheerful,Bright,ほが
披露,announcement,Expose + Expose,ひろう
露店,street stall,Expose + Shop,ろてん
露出,exposure,Expose + Exit,ろしゅつ
露呈,exposure,Expose + Present,ろてい
脅す,to threaten,Threaten,おど
脅し,threat,Threaten,おど
擦れる,to be rubbed,Grate,こす
萌芽,germination,Sprout + Sprout,ほうが
俺ら,we,I,おれ
丘陵,hill,Hill + Mausoleum,きゅうりょう
一匹,one (small animal),One + Small Animal,いっぴき
刃先,edge of blade,Blade + Previous,はさき
一翼,one wing,One + Wing,いちよく
叫び,shout,Shout,さけ
喚く,to shout,Scream,わめ
叫ぶ,to shout,Shout,さけ
忍耐,endurance,Endure + Resistant,にんたい
忍ぶ,to conceal oneself,Endure,しの
釣り,fishing,Fishing,つ
釣る,to fish,Fishing,つ
叱る,to scold,Scold,しか
辛い,painful,Spicy,つら
呪い,curse,Curse,のろ
呪う,to curse,Curse,のろ
お陰で,thanks to ...,Shade,かげ
曇り,cloudiness,Cloudy,くも
曇る,to get cloudy,Cloudy,くも
湿る,to become damp,Damp,しめ
湿地,damp ground,Damp + Earth,しっち
眺める,to look at,Stare,なが
眺め,scene,Stare,なが
塾生,cram school student,Cram School + Life,じゅくせい
義塾,charity school,Righteousness + Cram School,ぎじゅく
歯を磨く,to brush one's teeth,Tooth + Polish,はみが
狩猟,hunting,Hunt + Hunting,しゅりょう
狩り,hunting,Hunt,か
嫁ぐ,to marry (of a woman),Bride,とつ
ばい菌,germ,Bacteria,きん
大腸菌,Escherichia coli (E. coli),Big + Intestines + Bacteria,だいちょうきん
無菌,sterilised,Nothing + Bacteria,むきん
矛盾,contradiction,Halberd + Shield,むじゅん
矛先,point of a spear,Halberd + Previous,ほこさき
全裸,stark naked,All + Naked,ぜんら
半裸,half-nakedness,Half + Naked,はんら
狂う,to go mad,Lunatic,くる
疲れる,to get tired,Exhausted,つか
疲れ,tiredness,Exhausted,つか
疲弊,exhaustion,Exhausted + Evil,ひへい
賭け,bet,Gamble,か
賭ける,to wager,Gamble,か
海溝,oceanic trench,Sea + Gutter,かいこう
鎮魂,repose of a soul,Tranquilize + Soul,ちんこん
魂胆,ulterior motive,Soul + Guts,こんたん
稼ぐ,to earn (income),Earnings,かせ
稼ぎ,earnings,Earnings,かせ
この頃,these days,Approximate,ごろ
幽霊,ghost,Secluded + Ghost,ゆうれい
寧ろ,rather,Rather,むし
穏やか,calm,Calm,おだ
碁会所,go parlour,Go + Meet + Place,ごかいしょ
帝政,imperial government,Sovereign + Politics,ていせい
瞳孔,pupil (of the eye),Pupil + Cavity,どうこう
土俵際,edge of the ring,Dirt + Sack + Occasion,どひょうぎわ
誇る,to boast of,Pride,ほこ
誇大,exaggeration,Pride + Big,こだい
阻む,to keep someone from doing,Thwart,はば
租界,concession,Tariff + World,そかい
邪魔,hindrance,Wicked + Devil,じゃま
涼しい,cool,Cool,すず
涼む,to cool oneself,Cool,すず
涼風,cool breeze,Cool + Wind,りょうふう
癖に,and yet,Habit,くせ
盆栽,bonsai,Lantern Festival + Planting,ぼんさい
盆踊り,Bon Festival dance,Lantern Festival + Dance,ぼんおど
発泡,foaming,Departure + Bubbles,はっぽう
気泡,(air) bubble (esp. in a liquid),Energy + Bubbles,きほう
水泡,foam,Water + Bubbles,すいほう
鍛える,to forge,Forge,きた
黙る,to be silent,Shut Up,だま
寡黙,untalkative,Widow + Shut Up,かもく
瞬き,blink (of eyes),Blink,まばた
瞬く,to twinkle (e.g. stars),Blink,またた
零時,twelve o'clock,Zero + Time,れいじ
鈍い,dull (e.g. a knife),Dull,にぶ
鈍器,blunt weapon,Dull + Container,どんき
憂鬱,depression,Grief + Gloom,ゆううつ
詐欺,fraud,Lie + Deceit,さぎ
欺く,to deceive,Deceit,あざむ
爽やか,fresh,Refreshing,さわ
恨み,resentment,Grudge,うら
恨む,to bear a grudge against,Grudge,うら
粘り,stickiness,Sticky,ねば
粘る,to be sticky,Sticky,ねば
粘着,cohesion,Sticky + Wear,ねんちゃく
憩い,rest,Rest,いこ
下唇,lower lip,Below + Lips,したくちびる
上唇,upper lip,Above + Lips,うわくちびる
憎しみ,hatred,Hate,にく
憎らしい,odious,Hate,にく
門扉,door(s) of a gate,Gate + Front Door,もんぴ
土塀,mud wall,Dirt + Fence,どべい
虹色,rainbow-colored,Rainbow + Color,にじいろ
哀れ,pity,Pathetic,あわ
哀悼,condolence,Pathetic + Grieve,あいとう
哀れむ,to pity,Pathetic,あわ
挿入,insertion,Insert + Enter,そうにゅう
挿話,episode,Insert + Talk,そうわ
炊く,"to cook (grains, e.g. rice)",Cook,た
滴る,to drip,Drip,したた
扇ぐ,to fan,Folding Fan,あお
空洞,cavity,Sky + Cave,くうどう
砕く,to break (into pieces),Smash,くだ
花柳,red-light district,Flower + Willow,かりゅう
詐称,misrepresentation,Lie + Title,さしょう
詐取,defrauding,Lie + Take,さしゅ
中佐,lieutenant colonel,Middle + Help,ちゅうさ
班長,squad leader,Squad + Long,はんちょう
殴り込み,raid,Assault + Crowded,なぐこ
殴り合い,fist fight,Assault + Suit,なぐあ
耐える,to bear,Resistant,た
侮辱,insult,Despise + Humiliate,ぶじょく
